PeakID (cmd=annotatePeaks.pl /sonas-hs/ware/hpc_norepl/data/foli/maizeCode/RA1_q40_F6L2LP_common.bed zm_v4 -ann /sonas-hs/ware/hpc/home/foli/software/homer/data/genomes/zm_v4/zm_v4.basic.annotation)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
5-4	5	146712889	146713088	+	115.3	NA	NA	NA	38657	transcript:Zm00001d016145_T001								
9-2	9	77964163	77964362	+	114.9	NA	promoter-TSS (transcript:Zm00001d046281_T001)	NA	-772	transcript:Zm00001d046281_T001								
5-22-2	5	164734344	164734541	+	114.8	NA	promoter-TSS (transcript:Zm00001d016494_T001)	NA	-284	transcript:Zm00001d016494_T001								
7-27-2	7	65995756	65995953	+	114.8	NA	NA	NA	-118848	transcript:Zm00001d019824_T002								
3-14-2	3	196679266	196679463	+	114.8	NA	NA	NA	22282	transcript:Zm00001d043328_T001								
3-3	3	95744382	95744581	+	114.5	NA	NA	NA	-120530	transcript:Zm00001d041079_T001								
8-17-2	8	159165353	159165550	+	114.3	NA	NA	NA	-1242	transcript:Zm00001d011699_T001								
7-19	7	46255650	46255849	+	114.1	NA	TTS (transcript:Zm00001d019603_T001)	NA	199	transcript:Zm00001d019603_T001								
7-21	7	46254348	46254547	+	114.1	NA	NA	NA	1501	transcript:Zm00001d019603_T001								
2-39-2	2	79844084	79844281	+	113.7	NA	NA	NA	-45140	transcript:Zm00001d004055_T002								
1-43-2	1	56682948	56683145	+	113.7	NA	"intron (transcript:Zm00001d029056_T003, intron 1 of 11)"	NA	-306	transcript:Zm00001d029057_T001								
5-23-2	5	167654203	167654400	+	113.7	NA	NA	NA	-30865	transcript:Zm00001d016562_T001								
9-3	9	28945322	28945521	+	113.6	NA	NA	NA	-31519	transcript:Zm00001d045618_T001								
8-13	8	160928514	160928713	+	113.2	NA	NA	NA	-8429	transcript:Zm00001d011759_T001								
6-24-2	6	13550913	13551110	+	113.1	NA	NA	NA	9796	transcript:Zm00001d035222_T001								
1-45-2	1	100220339	100220536	+	113.1	NA	NA	NA	133219	transcript:Zm00001d030021_T010								
1-47-2	1	464109	464306	+	113.1	NA	NA	NA	37443	transcript:Zm00001d027254_T001								
1-46	1	132648895	132649092	+	112.5	NA	NA	NA	-3758	transcript:Zm00001d030434_T001								
3-13-2	3	206586732	206586929	+	112.5	NA	NA	NA	42392	transcript:Zm00001d043666_T001								
8-16-2	8	150837438	150837635	+	112.5	NA	"intron (transcript:Zm00001d011448_T004, intron 2 of 12)"	NA	1058	transcript:Zm00001d011449_T001								
8-15-2	8	160909328	160909525	+	112.5	NA	NA	NA	23436	transcript:Zm00001d011758_T001								
10-4	10	100533412	100533611	+	112.4	NA	TTS (transcript:Zm00001d025029_T001)	NA	160	transcript:Zm00001d025029_T001								
2-12	2	152230162	152230361	+	112.0	NA	promoter-TSS (transcript:Zm00001d004985_T001)	NA	-699	transcript:Zm00001d004985_T001								
10-10-2	10	72671402	72671599	+	111.3	NA	NA	NA	71157	transcript:Zm00001d024475_T001								
8-12	8	148532293	148532492	+	111.1	NA	NA	NA	-22932	transcript:Zm00001d011363_T002								
1-49	1	133061522	133061719	+	110.2	NA	promoter-TSS (transcript:Zm00001d030443_T001)	NA	-214	transcript:Zm00001d030443_T001								
5-25-2	5	217824680	217824877	+	110.2	NA	"intron (transcript:Zm00001d018278_T001, intron 5 of 10)"	NA	2544	transcript:Zm00001d018278_T001								
7-28-2	7	135706555	135706752	+	109.6	NA	NA	NA	23811	transcript:Zm00001d020892_T004								
8-18-2	8	160928479	160928676	+	109.6	NA	NA	NA	-8465	transcript:Zm00001d011759_T001								
1-48-2	1	343649	343846	+	109.6	NA	NA	NA	5975	transcript:Zm00001d027250_T001								
2-13	2	176909250	176909449	+	109.5	NA	NA	NA	-4258	transcript:Zm00001d005510_T001								
3-4	3	66377806	66378005	+	109.1	NA	"exon (transcript:Zm00001d040796_T002, exon 4 of 9)"	NA	1785	transcript:Zm00001d040796_T003								
9-10-2	9	156755058	156755255	+	108.4	NA	"intron (transcript:Zm00001d048461_T004, intron 4 of 8)"	NA	2685	transcript:Zm00001d048461_T004								
2-41-2	2	206601097	206601294	+	107.8	NA	"intron (transcript:Zm00001d006401_T001, intron 1 of 2)"	NA	1326	transcript:Zm00001d006401_T001								
1-33	1	464135	464334	+	107.8	NA	NA	NA	37470	transcript:Zm00001d027254_T001								
4-12-2	4	208868813	208869010	+	107.8	NA	NA	NA	4174	transcript:Zm00001d053010_T001								
4-5	4	198066164	198066363	+	107.4	NA	"intron (transcript:Zm00001d052700_T001, intron 6 of 7)"	NA	-6840	transcript:Zm00001d052700_T004								
2-15	2	176915966	176916165	+	107.4	NA	promoter-TSS (transcript:Zm00001d005512_T001)	NA	-210	transcript:Zm00001d005512_T001								
8-14	8	62591412	62591611	+	107.4	NA	NA	NA	-9647	transcript:Zm00001d009399_T001								
2-42-2	2	56090928	56091125	+	107.2	NA	"exon (transcript:Zm00001d003713_T012, exon 4 of 8)"	NA	-891	transcript:Zm00001d003713_T014								
6-15	6	83729461	83729660	+	107.0	NA	"intron (transcript:Zm00001d036307_T001, intron 2 of 6)"	NA	701	transcript:Zm00001d036307_T003								
5-28-2	5	215761800	215761997	+	106.6	NA	TTS (transcript:Zm00001d018162_T001)	NA	-2286	transcript:Zm00001d001741_T001								
5-26-2	5	118492665	118492862	+	106.6	NA	NA	NA	29049	transcript:Zm00001d015777_T001								
1-40-2	1	193423818	193424015	+	106.6	NA	NA	NA	-28795	transcript:Zm00001d031535_T001								
9-11-2	9	69552471	69552668	+	106.6	NA	"exon (transcript:Zm00001d046177_T001, exon 1 of 2)"	NA	12	transcript:Zm00001d046177_T001								
5-27	5	200376061	200376258	+	106.6	NA	NA	NA	-81045	transcript:Zm00001d017577_T002								
7-23	7	155430746	155430945	+	106.5	NA	NA	NA	8184	transcript:Zm00001d001261_T001								
2-14	2	176911438	176911637	+	106.5	NA	NA	NA	4318	transcript:Zm00001d005512_T001								
4-4	4	185249967	185250166	+	106.1	NA	"intron (transcript:Zm00001d052266_T001, intron 6 of 6)"	NA	4095	transcript:Zm00001d052266_T001								
1-50-2	1	186705485	186705682	+	106.1	NA	NA	NA	-5063	transcript:Zm00001d022877_T001								
7-30-2	7	137257318	137257515	+	106.1	NA	NA	NA	7926	transcript:Zm00001d020939_T001								
5-5	5	215846515	215846714	+	106.1	NA	TTS (transcript:Zm00001d018168_T001)	NA	1077	transcript:Zm00001d018168_T001								
4-3	4	115370386	115370585	+	106.1	NA	promoter-TSS (transcript:Zm00001d026874_T001)	NA	75	transcript:Zm00001d026874_T001								
8-19-2	8	177447306	177447503	+	106.1	NA	NA	NA	9133	transcript:Zm00001d012628_T001								
7-31-2	7	155433566	155433763	+	105.5	NA	NA	NA	11003	transcript:Zm00001d001261_T001								
3-15-2	3	74905760	74905957	+	105.5	NA	promoter-TSS (transcript:Zm00001d040880_T001)	NA	-62	transcript:Zm00001d040879_T001								
7-33	7	126250612	126250809	+	104.9	NA	"intron (transcript:Zm00001d020644_T001, intron 1 of 2)"	NA	26	transcript:Zm00001d020645_T001								
10-12-2	10	90499753	90499950	+	104.9	NA	NA	NA	-15341	transcript:Zm00001d024844_T002								
5-30-2	5	215845876	215846073	+	104.9	NA	NA	NA	1717	transcript:Zm00001d018168_T001								
8-15	8	160916547	160916746	+	104.5	NA	NA	NA	-20396	transcript:Zm00001d011759_T001								
1-52-2	1	125751458	125751655	+	104.3	NA	NA	NA	71246	transcript:Zm00001d030359_T001								
2-44-2	2	147396459	147396656	+	104.3	NA	NA	NA	126796	transcript:Zm00001d004894_T001								
7-32-2	7	70183163	70183360	+	104.3	NA	NA	NA	206817	transcript:Zm00001d001160_T001								
2-16	2	152227437	152227636	+	104.0	NA	TTS (transcript:Zm00001d000947_T001)	NA	-662	transcript:Zm00001d004984_T001								
2-46-2	2	79937923	79938120	+	103.7	NA	TTS (transcript:Zm00001d004058_T001)	NA	2991	transcript:Zm00001d004058_T001								
3-16-2	3	232706970	232707167	+	103.7	NA	NA	NA	-33016	transcript:Zm00001d044586_T002								
10-5	10	100530925	100531124	+	103.6	NA	NA	NA	2647	transcript:Zm00001d025029_T001								
1-35	1	193694836	193695035	+	103.6	NA	"intron (transcript:Zm00001d031539_T001, intron 1 of 7)"	NA	1066	transcript:Zm00001d031539_T003								
5-29-2	5	24093942	24094139	+	103.1	NA	TTS (transcript:Zm00001d013895_T002)	NA	4551	transcript:Zm00001d013895_T001								
1-51-2	1	8207068	8207265	+	103.1	NA	"exon (transcript:Zm00001d022666_T001, exon 1 of 1)"	NA	137	transcript:Zm00001d027561_T001								
2-43-2	2	14523063	14523260	+	103.1	NA	NA	NA	-1114	transcript:Zm00001d002515_T001								
9-14-2	9	77044853	77045050	+	103.1	NA	NA	NA	-2343	transcript:Zm00001d046260_T002								
9-12-2	9	61971384	61971581	+	103.1	NA	promoter-TSS (transcript:Zm00001d027106_T001)	NA	-681	transcript:Zm00001d027106_T001								
6-25-2	6	92076689	92076886	+	103.1	NA	NA	NA	-48545	transcript:Zm00001d036558_T001								
5-6	5	215764504	215764703	+	102.8	NA	promoter-TSS (transcript:Zm00001d018162_T001)	NA	-366	transcript:Zm00001d018162_T001								
2-49-2	2	215156464	215156661	+	102.5	NA	NA	NA	2109	transcript:Zm00001d006720_T001								
3-17-2	3	23115218	23115415	+	102.5	NA	NA	NA	6185	transcript:Zm00001d040019_T001								
1-36	1	223353137	223353336	+	102.4	NA	"exon (transcript:Zm00001d022922_T001, exon 1 of 2)"	NA	173	transcript:Zm00001d022922_T001								
9-13-2	9	77041119	77041316	+	101.9	NA	NA	NA	1800	transcript:Zm00001d046258_T001								
2-48-2	2	66776551	66776748	+	101.9	NA	TTS (transcript:Zm00001d003906_T001)	NA	915	transcript:Zm00001d003906_T001								
8-20-2	8	30999603	30999800	+	101.9	NA	promoter-TSS (transcript:Zm00001d009037_T047)	NA	131	transcript:Zm00001d009037_T042								
1-37	1	8202343	8202542	+	101.5	NA	NA	NA	-1289	transcript:Zm00001d027559_T001								
2-47-2	2	220983528	220983725	+	101.4	NA	"5' UTR (transcript:Zm00001d007058_T008, exon 1 of 9)"	NA	-978	transcript:Zm00001d007058_T017								
6-16	6	83730189	83730388	+	101.1	NA	promoter-TSS (transcript:Zm00001d036307_T004)	NA	-51	transcript:Zm00001d036307_T004								
3-18-2	3	49667928	49668125	+	100.8	NA	"exon (transcript:Zm00001d000523_T001, exon 1 of 1)"	NA	2630	transcript:Zm00001d000525_T001								
1-53-2	1	344745	344942	+	100.8	NA	NA	NA	7071	transcript:Zm00001d027250_T001								
7-24	7	122699750	122699949	+	100.7	NA	NA	NA	38725	transcript:Zm00001d020571_T001								
2-17	2	110122113	110122312	+	100.7	NA	"intron (transcript:Zm00001d004407_T001, intron 4 of 7)"	NA	770	transcript:Zm00001d004407_T005								
5-7	5	216134295	216134494	+	100.3	NA	NA	NA	-4408	transcript:Zm00001d018192_T001								
2-18	2	206604243	206604442	+	100.3	NA	"exon (transcript:Zm00001d006402_T001, exon 6 of 6)"	NA	-1821	transcript:Zm00001d006401_T001								
2-51-2	2	152231121	152231318	+	100.2	NA	NA	NA	-1657	transcript:Zm00001d004985_T001								
10-11	10	90501285	90501482	+	100.2	NA	NA	NA	-16873	transcript:Zm00001d024844_T002								
6-26-2	6	140125227	140125424	+	100.2	NA	"3' UTR (transcript:Zm00001d037864_T004, exon 11 of 11)"	NA	7316	transcript:Zm00001d037864_T001								
10-13-2	10	38199236	38199433	+	100.2	NA	NA	NA	-27942	transcript:Zm00001d024030_T001								
2-19	2	206608913	206609112	+	99.9	NA	"intron (transcript:Zm00001d006402_T002, intron 4 of 6)"	NA	1143	transcript:Zm00001d006403_T001								
9-15-2	9	89428849	89429046	+	99.6	NA	NA	NA	13681	transcript:Zm00001d046426_T001								
2-20	2	176914337	176914536	+	99.4	NA	NA	NA	1419	transcript:Zm00001d005512_T001								
1-38	1	193423815	193424014	+	99.4	NA	NA	NA	-28797	transcript:Zm00001d031535_T001								
6-17	6	63517595	63517794	+	99.4	NA	"exon (transcript:Zm00001d035969_T001, exon 1 of 1)"	NA	345	transcript:Zm00001d035969_T001								
1-55-2	1	219697879	219698076	+	99.0	NA	NA	NA	38157	transcript:Zm00001d032264_T001								
9-4	9	69552477	69552676	+	99.0	NA	"exon (transcript:Zm00001d046177_T001, exon 1 of 2)"	NA	5	transcript:Zm00001d046177_T001								
2-50-2	2	115351868	115352065	+	99.0	NA	"intron (transcript:Zm00001d004502_T001, intron 4 of 6)"	NA	2949	transcript:Zm00001d004502_T001								
5-32-2	5	107787015	107787212	+	99.0	NA	NA	NA	-39545	transcript:Zm00001d015687_T001								
2-52-2	2	79920540	79920737	+	99.0	NA	"exon (transcript:Zm00001d004057_T001, exon 1 of 3)"	NA	308	transcript:Zm00001d004057_T001								
7-34-2	7	155435911	155436108	+	99.0	NA	NA	NA	11219	transcript:Zm00001d021542_T001								
5-9	5	111354741	111354940	+	98.6	NA	NA	NA	-16582	transcript:Zm00001d001622_T001								
2-21	2	206605019	206605218	+	98.6	NA	"intron (transcript:Zm00001d006402_T001, intron 5 of 5)"	NA	-2597	transcript:Zm00001d006401_T001								
5-13	5	215848719	215848918	+	98.6	NA	TTS (transcript:Zm00001d018170_T001)	NA	252	transcript:Zm00001d018170_T001								
5-10	5	215762854	215763053	+	98.6	NA	"intron (transcript:Zm00001d018162_T001, intron 3 of 3)"	NA	-1231	transcript:Zm00001d001741_T001								
10-6	10	8522866	8523065	+	98.6	NA	NA	NA	21907	transcript:Zm00001d023516_T001								
1-39	1	186700254	186700453	+	98.6	NA	TTS (transcript:Zm00001d022877_T001)	NA	167	transcript:Zm00001d022877_T001								
5-11	5	215847272	215847471	+	98.6	NA	TTS (transcript:Zm00001d018168_T001)	NA	320	transcript:Zm00001d018168_T001								
6-28-2	6	68698720	68698917	+	98.4	NA	promoter-TSS (transcript:Zm00001d036047_T001)	NA	-831	transcript:Zm00001d036047_T001								
1-54-2	1	237882020	237882217	+	98.4	NA	"intron (transcript:Zm00001d032775_T002, intron 1 of 4)"	NA	1605	transcript:Zm00001d032775_T001								
6-27-2	6	54310809	54311006	+	98.4	NA	promoter-TSS (transcript:Zm00001d035838_T001)	NA	-730	transcript:Zm00001d035838_T001								
4-6	4	16704828	16705027	+	97.8	NA	NA	NA	4677	transcript:Zm00001d049120_T001								
9-16-2	9	77042308	77042505	+	97.8	NA	NA	NA	2989	transcript:Zm00001d046258_T001								
5-33-2	5	217518534	217518731	+	97.8	NA	"intron (transcript:Zm00001d018257_T002, intron 1 of 4)"	NA	-755	transcript:Zm00001d018257_T008								
9-5	9	86337695	86337894	+	97.4	NA	NA	NA	-195296	transcript:Zm00001d046385_T001								
2-25	2	136250268	136250467	+	97.4	NA	TTS (transcript:Zm00001d004752_T001)	NA	137	transcript:Zm00001d004752_T001								
7-26	7	112902732	112902931	+	96.9	NA	"intron (transcript:Zm00001d020419_T002, intron 1 of 9)"	NA	400	transcript:Zm00001d020419_T007								
2-22	2	120260576	120260775	+	96.9	NA	NA	NA	-46168	transcript:Zm00001d004587_T001								
10-7	10	100531534	100531733	+	96.9	NA	NA	NA	2038	transcript:Zm00001d025029_T001								
6-18	6	66592399	66592598	+	96.9	NA	"exon (transcript:Zm00001d036020_T005, exon 3 of 6)"	NA	1176	transcript:Zm00001d036020_T005								
2-23	2	152229142	152229341	+	96.9	NA	TTS (transcript:Zm00001d004984_T001)	NA	321	transcript:Zm00001d004985_T001								
1-56-2	1	228783764	228783961	+	96.7	NA	NA	NA	-2230	transcript:Zm00001d032506_T001								
4-13-2	4	92911443	92911640	+	96.1	NA	NA	NA	24074	transcript:Zm00001d050490_T001								
2-53-2	2	176920628	176920825	+	96.1	NA	NA	NA	-4871	transcript:Zm00001d005512_T001								
2-45-2	2	207761484	207761681	+	96.1	NA	NA	NA	13690	transcript:Zm00001d006430_T003								
7-27	7	135706534	135706733	+	96.1	NA	NA	NA	23791	transcript:Zm00001d020892_T004								
8-16	8	160915151	160915350	+	95.7	NA	NA	NA	-21792	transcript:Zm00001d011759_T001								
2-26	2	176910171	176910370	+	95.7	NA	NA	NA	-5179	transcript:Zm00001d005510_T001								
7-35-2	7	172766715	172766912	+	95.5	NA	TTS (transcript:Zm00001d022204_T001)	NA	1786	transcript:Zm00001d022204_T001								
8-22-2	8	107905263	107905460	+	95.5	NA	NA	NA	-9975	transcript:Zm00001d010292_T002								
7-37-2	7	179724851	179725048	+	95.5	NA	NA	NA	-1358	transcript:Zm00001d022539_T001								
5-12	5	215762271	215762470	+	95.3	NA	"exon (transcript:Zm00001d018162_T001, exon 4 of 4)"	NA	-1814	transcript:Zm00001d001741_T001								
1-40	1	301100920	301101119	+	95.3	NA	TTS (transcript:Zm00001d034743_T001)	NA	769	transcript:Zm00001d034743_T001								
5-31-2	5	145357730	145357927	+	94.9	NA	NA	NA	-54320	transcript:Zm00001d016115_T001								
9-6	9	34829641	34829840	+	94.8	NA	NA	NA	14258	transcript:Zm00001d045713_T001								
3-5	3	23116547	23116746	+	94.8	NA	NA	NA	7515	transcript:Zm00001d040019_T001								
6-19	6	154723647	154723846	+	94.4	NA	NA	NA	-1794	transcript:Zm00001d038331_T001								
3-6	3	86077053	86077252	+	94.4	NA	NA	NA	-75170	transcript:Zm00001d040971_T001								
8-23-2	8	177442259	177442456	+	94.3	NA	NA	NA	14180	transcript:Zm00001d012628_T001								
1-57-2	1	190500621	190500818	+	94.3	NA	NA	NA	41142	transcript:Zm00001d031452_T001								
3-7	3	50024966	50025165	+	94.0	NA	NA	NA	77226	transcript:Zm00001d040563_T005								
8-21	8	167095702	167095899	+	93.7	NA	promoter-TSS (transcript:Zm00001d012043_T001)	NA	-875	transcript:Zm00001d012043_T002								
10-15-2	10	14836403	14836600	+	93.7	NA	NA	NA	-3674	transcript:Zm00001d023675_T001								
4-7	4	23902273	23902472	+	93.6	NA	NA	NA	13132	transcript:Zm00001d049270_T002								
10-9	10	100538634	100538833	+	93.2	NA	NA	NA	-1205	transcript:Zm00001d025030_T001								
5-36-2	5	114852376	114852573	+	93.2	NA	NA	NA	-64362	transcript:Zm00001d015737_T002								
10-8	10	42591244	42591443	+	93.2	NA	NA	NA	-79940	transcript:Zm00001d024083_T002								
3-19-2	3	40990092	40990289	+	93.2	NA	NA	NA	-6448	transcript:Zm00001d040387_T001								
6-29-2	6	34769206	34769403	+	93.2	NA	NA	NA	-19375	transcript:Zm00001d035581_T001								
10-16-2	10	112305139	112305336	+	92.6	NA	"3' UTR (transcript:Zm00001d025278_T017, exon 11 of 15)"	NA	2231	transcript:Zm00001d025278_T065								
7-38-2	7	99454089	99454286	+	92.6	NA	NA	NA	185434	transcript:Zm00001d001187_T001								
2-54-2	2	98051744	98051941	+	92.6	NA	NA	NA	-8343	transcript:Zm00001d004269_T001								
3-8	3	21444030	21444229	+	92.3	NA	NA	NA	19006	transcript:Zm00001d039977_T001								
6-20	6	14390512	14390711	+	92.3	NA	NA	NA	255439	transcript:Zm00001d001303_T001								
2-27	2	68627498	68627697	+	92.3	NA	NA	NA	-35031	transcript:Zm00001d003925_T001								
5-37-2	5	55271971	55272168	+	92.0	NA	NA	NA	39575	transcript:Zm00001d014610_T001								
3-20-2	3	128027601	128027798	+	92.0	NA	NA	NA	-23490	transcript:Zm00001d041577_T001								
4-8	4	95855133	95855332	+	91.9	NA	NA	NA	57776	transcript:Zm00001d026862_T001								
3-9	3	150271894	150272093	+	91.9	NA	NA	NA	-12600	transcript:Zm00001d042087_T001								
1-41	1	136658671	136658870	+	91.5	NA	NA	NA	48129	transcript:Zm00001d030479_T001								
7-28	7	179725624	179725823	+	91.5	NA	promoter-TSS (transcript:Zm00001d022539_T001)	NA	-584	transcript:Zm00001d022539_T001								
9-7	9	34854273	34854472	+	91.5	NA	NA	NA	2268	transcript:Zm00001d045714_T001								
1-60-2	1	272136790	272136987	+	91.4	NA	NA	NA	-3890	transcript:Zm00001d033718_T001								
3-10	3	74908178	74908377	+	91.1	NA	TTS (transcript:Zm00001d040880_T001)	NA	1784	transcript:Zm00001d040880_T001								
1-42	1	76527215	76527414	+	91.1	NA	TTS (transcript:Zm00001d029563_T001)	NA	5821	transcript:Zm00001d029563_T002								
3-11	3	84259855	84260054	+	91.1	NA	NA	NA	-253429	transcript:Zm00001d000561_T001								
7-36	7	99427959	99428156	+	90.8	NA	NA	NA	159304	transcript:Zm00001d001187_T001								
4-14-2	4	37353758	37353955	+	90.8	NA	NA	NA	73933	transcript:Zm00001d049608_T001								
3-21-2	3	84259857	84260054	+	90.8	NA	NA	NA	-253430	transcript:Zm00001d000561_T001								
6-30	6	53512322	53512519	+	90.8	NA	"5' UTR (transcript:Zm00001d035825_T001, exon 1 of 3)"	NA	186	transcript:Zm00001d035825_T001								
4-15-2	4	181975097	181975294	+	90.8	NA	NA	NA	84644	transcript:Zm00001d026951_T001								
5-16	5	200376016	200376215	+	90.7	NA	NA	NA	-81001	transcript:Zm00001d017577_T002								
10-10	10	30380323	30380522	+	90.7	NA	promoter-TSS (transcript:Zm00001d023082_T001)	NA	-851	transcript:Zm00001d023082_T001								
9-9	9	34831060	34831259	+	90.7	NA	NA	NA	15677	transcript:Zm00001d045713_T001								
9-8	9	34831741	34831940	+	90.2	NA	NA	NA	16358	transcript:Zm00001d045713_T001								
2-55-2	2	79847763	79847960	+	90.2	NA	NA	NA	-48819	transcript:Zm00001d004055_T002								
5-34-2	5	103400706	103400903	+	90.2	NA	NA	NA	60235	transcript:Zm00001d015656_T002								
2-28	2	236065151	236065350	+	89.8	NA	NA	NA	-2627	transcript:Zm00001d007602_T001								
4-9	4	223931754	223931953	+	89.8	NA	NA	NA	-1727	transcript:Zm00001d053283_T001								
10-17-2	10	56483838	56484035	+	89.6	NA	NA	NA	-34468	transcript:Zm00001d024207_T005								
4-16-2	4	160253192	160253389	+	89.6	NA	NA	NA	-4287	transcript:Zm00001d051485_T001								
5-35-2	5	145378804	145379001	+	89.6	NA	NA	NA	-44083	transcript:Zm00001d016118_T001								
9-17-2	9	19433231	19433428	+	89.6	NA	"intron (transcript:Zm00001d045353_T004, intron 4 of 5)"	NA	-3021	transcript:Zm00001d045354_T001								
1-63-2	1	253758610	253758807	+	89.6	NA	NA	NA	2580	transcript:Zm00001d033201_T001								
2-31	2	176908042	176908241	+	89.4	NA	NA	NA	-3050	transcript:Zm00001d005510_T001								
1-45	1	281313070	281313269	+	89.4	NA	NA	NA	-23194	transcript:Zm00001d034020_T002								
1-43	1	100220347	100220546	+	89.4	NA	NA	NA	133228	transcript:Zm00001d030021_T010								
9-18-2	9	77041805	77042002	+	89.1	NA	NA	NA	2486	transcript:Zm00001d046258_T001								
5-38-2	5	62700969	62701166	+	89.1	NA	NA	NA	60523	transcript:Zm00001d014773_T002								
5-40-2	5	52970688	52970885	+	89.1	NA	NA	NA	-8265	transcript:Zm00001d014554_T001								
5-19	5	215845913	215846112	+	88.6	NA	NA	NA	1679	transcript:Zm00001d018168_T001								
